,Bordeaux-style Red Blend,Cabernet Sauvignon,Chardonnay,Pinot Noir,Red Blend
9399,,81.0,83.0,86.0,88.0
9400,,81.0,83.0,86.0,87.0
9401,,81.0,83.0,87.0,88.0
9402,,95.0,83.0,84.0,88.0
9403,,95.0,89.0,84.0,88.0
9404,,94.0,89.0,84.0,87.0
9405,,94.0,85.0,84.0,86.0
9406,,93.0,85.0,91.0,86.0
9407,,92.0,86.0,91.0,91.0
9408,,91.0,86.0,86.0,91.0
9409,,91.0,88.0,86.0,94.0
9410,,91.0,88.0,86.0,94.0
9411,,90.0,88.0,86.0,94.0
9412,,90.0,82.0,86.0,93.0
9413,,90.0,82.0,85.0,84.0
9414,,90.0,82.0,84.0,92.0
9415,,90.0,85.0,84.0,91.0
9416,,90.0,87.0,89.0,89.0
9417,,89.0,87.0,88.0,89.0
9418,,89.0,83.0,88.0,89.0
9419,,89.0,82.0,88.0,89.0
9420,,89.0,86.0,88.0,89.0
9421,,88.0,92.0,92.0,89.0
9422,,88.0,89.0,92.0,89.0
9423,,88.0,86.0,92.0,87.0
9424,,88.0,86.0,92.0,87.0
9425,,88.0,86.0,84.0,87.0
9426,,88.0,86.0,86.0,87.0
9427,,87.0,88.0,86.0,91.0
9428,,87.0,88.0,85.0,93.0
9429,,87.0,88.0,84.0,93.0
9430,,94.0,85.0,84.0,93.0
9431,,93.0,81.0,91.0,93.0
9432,,93.0,81.0,91.0,84.0
9433,,93.0,81.0,85.0,91.0
9434,,84.0,87.0,85.0,89.0
9435,,84.0,87.0,87.0,89.0
9436,,84.0,86.0,87.0,89.0
9437,,84.0,86.0,87.0,89.0
9438,,84.0,86.0,88.0,89.0
9439,,84.0,81.0,88.0,89.0
9440,,84.0,81.0,88.0,87.0
9441,,84.0,96.0,88.0,86.0
9442,,84.0,88.0,88.0,90.0
9443,,84.0,88.0,92.0,92.0
9444,,84.0,85.0,92.0,92.0
9445,,86.0,85.0,92.0,92.0
9446,,86.0,85.0,92.0,92.0
9447,,86.0,85.0,85.0,83.0
9448,,86.0,85.0,86.0,84.0
9449,,84.0,85.0,84.0,85.0
9450,,83.0,85.0,83.0,93.0
9451,,84.0,85.0,83.0,93.0
9452,,85.0,97.0,83.0,93.0
9453,,84.0,97.0,90.0,93.0
9454,,84.0,87.0,90.0,93.0
9455,,84.0,87.0,90.0,92.0
9456,,84.0,87.0,90.0,86.0
9457,,84.0,87.0,85.0,86.0
9458,,88.0,86.0,85.0,90.0
9459,,88.0,86.0,82.0,90.0
9460,,88.0,94.0,81.0,92.0
9461,,88.0,93.0,88.0,92.0
9462,,93.0,91.0,88.0,92.0
9463,,93.0,91.0,88.0,92.0
9464,,93.0,91.0,92.0,92.0
9465,,93.0,88.0,91.0,92.0
9466,,92.0,88.0,91.0,83.0
9467,,83.0,85.0,91.0,82.0
9468,,84.0,85.0,85.0,89.0
9469,,83.0,85.0,85.0,85.0
9470,,83.0,85.0,85.0,84.0
9471,,83.0,85.0,85.0,83.0
9472,,83.0,85.0,86.0,87.0
9473,,83.0,87.0,90.0,92.0
9474,,84.0,87.0,90.0,87.0
9475,,84.0,85.0,90.0,87.0
9476,,84.0,85.0,85.0,87.0
9477,,86.0,95.0,85.0,86.0
9478,,85.0,95.0,85.0,86.0
9479,,85.0,94.0,84.0,91.0
9480,,84.0,87.0,96.0,91.0
9481,,84.0,87.0,96.0,91.0
9482,,88.0,86.0,95.0,91.0
9483,,88.0,86.0,87.0,81.0
9484,,84.0,86.0,88.0,88.0
9485,,84.0,85.0,88.0,81.0
9486,,83.0,85.0,88.0,95.0
9487,,83.0,85.0,88.0,91.0
9488,,83.0,92.0,91.0,91.0
9489,,92.0,90.0,91.0,90.0
9490,,83.0,90.0,91.0,84.0
9491,,82.0,84.0,91.0,84.0
9492,,82.0,84.0,91.0,84.0
9493,,83.0,84.0,85.0,84.0
9494,,82.0,84.0,81.0,84.0
9495,,81.0,85.0,86.0,87.0
9496,,82.0,85.0,86.0,86.0
9497,,82.0,85.0,86.0,86.0
9498,,83.0,85.0,90.0,85.0
9499,,83.0,84.0,90.0,91.0
9500,,85.0,84.0,90.0,91.0
9501,,85.0,84.0,90.0,91.0
9502,,85.0,87.0,90.0,91.0
9503,,85.0,94.0,90.0,89.0
9504,,85.0,93.0,84.0,89.0
9505,,85.0,87.0,94.0,93.0
9506,,85.0,85.0,94.0,94.0
9507,,84.0,90.0,94.0,94.0
9508,,84.0,90.0,94.0,94.0
9509,,84.0,92.0,94.0,84.0
9510,,88.0,92.0,94.0,84.0
9511,,87.0,88.0,94.0,83.0
9512,,87.0,84.0,94.0,83.0
9513,,92.0,84.0,94.0,83.0
9514,,92.0,84.0,94.0,90.0
9515,,92.0,84.0,94.0,86.0
9516,,91.0,93.0,87.0,86.0
9517,,82.0,93.0,87.0,86.0
9518,,82.0,93.0,87.0,91.0
9519,,82.0,93.0,87.0,91.0
9520,,82.0,93.0,87.0,91.0
9521,,82.0,93.0,91.0,90.0
9522,,82.0,93.0,91.0,90.0
9523,,82.0,86.0,91.0,93.0
9524,,82.0,86.0,91.0,93.0
9525,,84.0,86.0,91.0,92.0
9526,,84.0,90.0,91.0,87.0
9527,,80.0,90.0,91.0,87.0
9528,,80.0,85.0,85.0,92.0
9529,,98.0,85.0,84.0,83.0
9530,,95.0,85.0,84.0,83.0
9531,,95.0,91.0,85.0,83.0
9532,,95.0,91.0,97.0,83.0
9533,,85.0,88.0,96.0,90.0
9534,,85.0,84.0,96.0,89.0
9535,,85.0,83.0,96.0,86.0
9536,,80.0,83.0,96.0,86.0
9537,,84.0,83.0,80.0,85.0
9538,,84.0,86.0,84.0,85.0
9539,,84.0,86.0,84.0,85.0
9540,,84.0,86.0,89.0,85.0
9541,,87.0,84.0,87.0,90.0
9542,,87.0,93.0,93.0,90.0
9543,,87.0,86.0,93.0,88.0
9544,,91.0,86.0,87.0,88.0
9545,,91.0,86.0,87.0,88.0
9546,,82.0,86.0,87.0,88.0
9547,,82.0,86.0,87.0,88.0
9548,,82.0,90.0,91.0,92.0
9549,,81.0,90.0,90.0,92.0
9550,,81.0,84.0,90.0,92.0
9551,,90.0,84.0,90.0,92.0
9552,,94.0,91.0,90.0,83.0
9553,,85.0,87.0,84.0,86.0
9554,,85.0,87.0,84.0,86.0
9555,,85.0,87.0,84.0,89.0
9556,,81.0,84.0,85.0,90.0
9557,,96.0,84.0,85.0,90.0
9558,,96.0,84.0,94.0,90.0
9559,,95.0,83.0,94.0,90.0
9560,,94.0,82.0,94.0,88.0
9561,,94.0,86.0,94.0,88.0
9562,,98.0,86.0,94.0,88.0
9563,,97.0,86.0,89.0,92.0
9564,,97.0,83.0,84.0,91.0
9565,,96.0,92.0,83.0,91.0
9566,,84.0,86.0,93.0,91.0
9567,,84.0,86.0,92.0,91.0
9568,,84.0,89.0,92.0,91.0
9569,,87.0,89.0,92.0,91.0
9570,,87.0,84.0,87.0,91.0
9571,,83.0,84.0,87.0,85.0
9572,,82.0,87.0,87.0,98.0
9573,,80.0,87.0,87.0,95.0
9574,,80.0,83.0,90.0,94.0
9575,,95.0,83.0,90.0,94.0
9576,,94.0,82.0,90.0,94.0
9577,,94.0,81.0,90.0,88.0
9578,,92.0,83.0,90.0,84.0
9579,,92.0,83.0,84.0,84.0
9580,,92.0,86.0,84.0,84.0
9581,,92.0,86.0,84.0,84.0
9582,,92.0,92.0,84.0,84.0
9583,,84.0,92.0,84.0,90.0
9584,,84.0,92.0,84.0,87.0
9585,,84.0,85.0,94.0,87.0
9586,,84.0,85.0,93.0,91.0
9587,,84.0,85.0,93.0,91.0
9588,,84.0,85.0,94.0,85.0
9589,,84.0,85.0,89.0,90.0
9590,,95.0,84.0,89.0,90.0
9591,,95.0,84.0,89.0,90.0
9592,,95.0,84.0,83.0,88.0
9593,,94.0,84.0,92.0,88.0
9594,,94.0,90.0,92.0,88.0
9595,,94.0,87.0,92.0,88.0
9596,,94.0,87.0,92.0,92.0
9597,,94.0,82.0,92.0,92.0
9598,,94.0,82.0,92.0,84.0
9599,,94.0,82.0,87.0,84.0
9600,,94.0,82.0,86.0,84.0
9601,,93.0,82.0,87.0,89.0
9602,,84.0,82.0,87.0,89.0
9603,,84.0,85.0,90.0,89.0
9604,,87.0,91.0,90.0,91.0
9605,,87.0,91.0,84.0,90.0
9606,,83.0,85.0,84.0,84.0
9607,,83.0,85.0,83.0,84.0
9608,,83.0,85.0,84.0,91.0
9609,,82.0,85.0,84.0,91.0
9610,,82.0,89.0,83.0,91.0
9611,,82.0,84.0,93.0,91.0
9612,,82.0,84.0,93.0,91.0
9613,,82.0,84.0,92.0,91.0
9614,,93.0,90.0,92.0,91.0
9615,,93.0,90.0,93.0,84.0
9616,,93.0,90.0,93.0,84.0
9617,,93.0,90.0,93.0,84.0
9618,,93.0,87.0,93.0,89.0
9619,,93.0,87.0,88.0,89.0
9620,,93.0,87.0,88.0,89.0
9621,,93.0,87.0,88.0,86.0
9622,,93.0,95.0,92.0,86.0
9623,,93.0,95.0,92.0,90.0
9624,,93.0,93.0,91.0,90.0
9625,,93.0,93.0,91.0,90.0
9626,,93.0,80.0,82.0,90.0
9627,,93.0,94.0,86.0,90.0
9628,,92.0,94.0,86.0,90.0
9629,,92.0,85.0,86.0,86.0
9630,,92.0,85.0,87.0,86.0
9631,,92.0,91.0,87.0,90.0
9632,,92.0,84.0,87.0,90.0
9633,,84.0,84.0,87.0,90.0
9634,,83.0,84.0,87.0,90.0
9635,,83.0,84.0,90.0,90.0
9636,,83.0,88.0,90.0,90.0
9637,,83.0,88.0,90.0,90.0
9638,,87.0,83.0,83.0,90.0
9639,,87.0,83.0,83.0,87.0
9640,,87.0,83.0,92.0,83.0
9641,,87.0,83.0,92.0,83.0
9642,,87.0,83.0,92.0,84.0
9643,,86.0,90.0,92.0,84.0
9644,,86.0,90.0,92.0,84.0
9645,,86.0,90.0,93.0,89.0
9646,,82.0,89.0,88.0,89.0
9647,,82.0,92.0,88.0,86.0
9648,,89.0,92.0,82.0,86.0
9649,,89.0,92.0,82.0,86.0
9650,,88.0,92.0,82.0,90.0
9651,,82.0,92.0,82.0,90.0
9652,,82.0,93.0,81.0,90.0
9653,,93.0,93.0,86.0,83.0
9654,,93.0,93.0,86.0,90.0
9655,,93.0,94.0,86.0,89.0
9656,,92.0,94.0,87.0,87.0
9657,,92.0,93.0,87.0,90.0
9658,,92.0,93.0,87.0,90.0
9659,,92.0,93.0,90.0,90.0
9660,,91.0,92.0,90.0,90.0
9661,,91.0,92.0,82.0,81.0
9662,,91.0,92.0,85.0,80.0
9663,,91.0,85.0,85.0,83.0
9664,,91.0,84.0,93.0,86.0
9665,,84.0,85.0,93.0,86.0
9666,,84.0,85.0,93.0,86.0
9667,,84.0,85.0,92.0,88.0
9668,,84.0,85.0,91.0,88.0
9669,,83.0,85.0,92.0,88.0
9670,,82.0,85.0,88.0,88.0
9671,,82.0,84.0,88.0,88.0
9672,,82.0,88.0,88.0,88.0
9673,,81.0,82.0,97.0,88.0
9674,,80.0,82.0,95.0,88.0
9675,,83.0,82.0,87.0,89.0
9676,,83.0,89.0,87.0,89.0
9677,,83.0,89.0,86.0,89.0
9678,,83.0,92.0,86.0,89.0
9679,,86.0,92.0,89.0,89.0
9680,,86.0,92.0,89.0,86.0
9681,,86.0,92.0,89.0,86.0
9682,,92.0,92.0,85.0,89.0
9683,,88.0,92.0,85.0,89.0
9684,,94.0,91.0,93.0,89.0
9685,,94.0,84.0,92.0,89.0
9686,,92.0,84.0,91.0,85.0
9687,,92.0,84.0,91.0,85.0
9688,,92.0,84.0,91.0,84.0
9689,,92.0,88.0,91.0,89.0
9690,,92.0,87.0,91.0,89.0
9691,,83.0,81.0,92.0,89.0
9692,,91.0,81.0,92.0,85.0
9693,,90.0,81.0,87.0,89.0
9694,,90.0,89.0,94.0,88.0
9695,,90.0,92.0,94.0,88.0
9696,,83.0,91.0,94.0,88.0
9697,,82.0,91.0,93.0,88.0
9698,,82.0,91.0,86.0,88.0
9699,,82.0,91.0,86.0,88.0
9700,,82.0,91.0,86.0,88.0
9701,,82.0,83.0,86.0,88.0
9702,,93.0,83.0,86.0,88.0
9703,,95.0,82.0,86.0,84.0
9704,,95.0,82.0,89.0,84.0
9705,,94.0,96.0,89.0,85.0
9706,,86.0,88.0,89.0,84.0
9707,,86.0,90.0,89.0,84.0
9708,,86.0,90.0,89.0,88.0
9709,,92.0,85.0,97.0,88.0
9710,,92.0,85.0,95.0,88.0
9711,,88.0,85.0,95.0,88.0
9712,,88.0,85.0,95.0,88.0
9713,,92.0,84.0,94.0,83.0
9714,,92.0,91.0,94.0,88.0
9715,,92.0,91.0,94.0,88.0
9716,,92.0,91.0,94.0,88.0
9717,,91.0,91.0,85.0,88.0
9718,,91.0,84.0,85.0,84.0
9719,,91.0,84.0,92.0,87.0
9720,,91.0,90.0,91.0,83.0
9721,,91.0,90.0,90.0,95.0
9722,,91.0,90.0,90.0,83.0
9723,,91.0,81.0,92.0,88.0
9724,,91.0,95.0,92.0,88.0
9725,,90.0,95.0,93.0,88.0
9726,,90.0,95.0,93.0,88.0
9727,,90.0,87.0,93.0,86.0
9728,,90.0,87.0,93.0,86.0
9729,,90.0,87.0,93.0,86.0
9730,,83.0,94.0,93.0,86.0
9731,,82.0,94.0,93.0,93.0
9732,,82.0,90.0,87.0,93.0
9733,,82.0,90.0,87.0,93.0
9734,,82.0,84.0,86.0,87.0
9735,,85.0,84.0,86.0,83.0
9736,,92.0,84.0,86.0,83.0
9737,,92.0,91.0,88.0,83.0
9738,,88.0,83.0,88.0,82.0
9739,,88.0,83.0,93.0,88.0
9740,,91.0,83.0,93.0,88.0
9741,,91.0,83.0,93.0,88.0
9742,,86.0,83.0,93.0,88.0
9743,,86.0,90.0,93.0,88.0
9744,,91.0,90.0,93.0,88.0
9745,,91.0,90.0,93.0,88.0
9746,,91.0,93.0,93.0,87.0
9747,,82.0,93.0,85.0,86.0
9748,,82.0,93.0,92.0,86.0
9749,,81.0,93.0,91.0,85.0
9750,,81.0,87.0,91.0,86.0
9751,,90.0,87.0,87.0,86.0
9752,,89.0,87.0,87.0,86.0
9753,,89.0,88.0,87.0,82.0
9754,,89.0,94.0,92.0,82.0
9755,,92.0,94.0,92.0,80.0
9756,,92.0,94.0,92.0,88.0
9757,,97.0,89.0,86.0,87.0
9758,,96.0,84.0,86.0,87.0
9759,,85.0,84.0,86.0,87.0
9760,,85.0,84.0,86.0,92.0
9761,,85.0,84.0,85.0,92.0
9762,,85.0,83.0,88.0,85.0
9763,,91.0,91.0,93.0,90.0
9764,,88.0,90.0,92.0,97.0
9765,,88.0,90.0,92.0,97.0
9766,,88.0,90.0,92.0,88.0
9767,,86.0,90.0,92.0,88.0
9768,,86.0,89.0,92.0,87.0
9769,,91.0,89.0,92.0,87.0
9770,,91.0,82.0,91.0,93.0
9771,,91.0,82.0,90.0,96.0
9772,,90.0,93.0,90.0,94.0
9773,,90.0,93.0,91.0,87.0
9774,,90.0,92.0,91.0,87.0
9775,,90.0,92.0,91.0,91.0
9776,,80.0,86.0,87.0,85.0
9777,,96.0,86.0,87.0,93.0
9778,,95.0,86.0,87.0,93.0
9779,,95.0,86.0,87.0,89.0
9780,,94.0,86.0,87.0,92.0
9781,,94.0,86.0,87.0,93.0
9782,,89.0,86.0,87.0,92.0
9783,,89.0,88.0,92.0,92.0
9784,,89.0,88.0,92.0,92.0
9785,,89.0,88.0,92.0,91.0
9786,,92.0,93.0,85.0,91.0
9787,,95.0,89.0,85.0,87.0
9788,,95.0,89.0,85.0,91.0
9789,,95.0,83.0,85.0,91.0
9790,,94.0,83.0,85.0,84.0
9791,,84.0,83.0,85.0,84.0
9792,,84.0,83.0,88.0,89.0
9793,,84.0,83.0,92.0,92.0
9794,,87.0,90.0,92.0,91.0
9795,,87.0,90.0,84.0,91.0
9796,,91.0,89.0,84.0,91.0
9797,,93.0,89.0,84.0,91.0
9798,,93.0,89.0,90.0,91.0
9799,,93.0,89.0,90.0,91.0
9800,,93.0,95.0,90.0,87.0
9801,,93.0,92.0,89.0,87.0
9802,,89.0,92.0,91.0,86.0
9803,,88.0,92.0,91.0,83.0
9804,,88.0,92.0,86.0,84.0
9805,,88.0,86.0,86.0,84.0
9806,,88.0,86.0,86.0,84.0
9807,,88.0,86.0,85.0,91.0
9808,,88.0,86.0,85.0,91.0
9809,,90.0,86.0,85.0,91.0
9810,,90.0,86.0,85.0,88.0
9811,,90.0,87.0,85.0,91.0
9812,,94.0,87.0,85.0,91.0
9813,,94.0,87.0,85.0,91.0
9814,,94.0,93.0,88.0,90.0
9815,,84.0,93.0,88.0,90.0
9816,,84.0,93.0,88.0,90.0
9817,,89.0,93.0,88.0,90.0
9818,,89.0,89.0,88.0,90.0
9819,,90.0,88.0,88.0,83.0
9820,,87.0,88.0,92.0,83.0
9821,,87.0,88.0,92.0,91.0
9822,,87.0,82.0,91.0,97.0
9823,,90.0,82.0,91.0,88.0
9824,,90.0,82.0,91.0,88.0
9825,,92.0,82.0,91.0,88.0
9826,,92.0,90.0,91.0,90.0
9827,,92.0,90.0,83.0,90.0
9828,,92.0,90.0,83.0,90.0
9829,,92.0,90.0,83.0,93.0
9830,,92.0,95.0,83.0,93.0
9831,,90.0,94.0,89.0,92.0
9832,,90.0,94.0,89.0,92.0
9833,,88.0,94.0,89.0,90.0
9834,,93.0,94.0,86.0,82.0
9835,,93.0,93.0,86.0,80.0
9836,,92.0,93.0,86.0,90.0
9837,,92.0,93.0,91.0,90.0
9838,,83.0,89.0,91.0,91.0
9839,,82.0,88.0,91.0,91.0
9840,,82.0,88.0,85.0,91.0
9841,,90.0,91.0,88.0,91.0
9842,,90.0,91.0,88.0,91.0
9843,,87.0,91.0,91.0,90.0
9844,,87.0,85.0,91.0,90.0
9845,,87.0,85.0,91.0,90.0
9846,,93.0,85.0,91.0,90.0
9847,,93.0,87.0,91.0,90.0
9848,,93.0,87.0,91.0,89.0
9849,,93.0,92.0,91.0,85.0
9850,,93.0,88.0,91.0,92.0
9851,,87.0,81.0,91.0,91.0
9852,,87.0,81.0,91.0,89.0
9853,,90.0,80.0,91.0,93.0
9854,,92.0,80.0,89.0,93.0
9855,,92.0,95.0,91.0,92.0
9856,,92.0,90.0,86.0,88.0
9857,,92.0,90.0,86.0,87.0
9858,,91.0,93.0,86.0,87.0
9859,,88.0,92.0,84.0,90.0
9860,,88.0,96.0,84.0,90.0
9861,,90.0,96.0,88.0,90.0
9862,,90.0,96.0,87.0,85.0
9863,,90.0,95.0,91.0,85.0
9864,,92.0,95.0,90.0,85.0
9865,,92.0,95.0,90.0,91.0
9866,,92.0,95.0,90.0,91.0
9867,,92.0,94.0,90.0,90.0
9868,,92.0,88.0,90.0,90.0
9869,,82.0,88.0,96.0,89.0
9870,,82.0,88.0,95.0,89.0
9871,,82.0,88.0,89.0,88.0
9872,,81.0,91.0,90.0,88.0
9873,,81.0,91.0,85.0,88.0
9874,,90.0,91.0,85.0,87.0
9875,,93.0,85.0,90.0,87.0
9876,,93.0,85.0,84.0,87.0
9877,,93.0,85.0,84.0,87.0
9878,,93.0,85.0,87.0,87.0
9879,,93.0,85.0,84.0,89.0
9880,,92.0,85.0,84.0,89.0
9881,,92.0,85.0,90.0,89.0
9882,,92.0,87.0,90.0,89.0
9883,,92.0,92.0,90.0,89.0
9884,,87.0,92.0,90.0,89.0
9885,,87.0,94.0,93.0,90.0
9886,,90.0,93.0,93.0,90.0
9887,,91.0,88.0,93.0,87.0
9888,,91.0,89.0,93.0,86.0
9889,,90.0,89.0,93.0,86.0
9890,,88.0,94.0,93.0,86.0
9891,,87.0,93.0,92.0,88.0
9892,,87.0,93.0,92.0,88.0
9893,,87.0,93.0,92.0,89.0
9894,,92.0,93.0,89.0,88.0
9895,,92.0,92.0,89.0,88.0
9896,,92.0,92.0,89.0,89.0
9897,,96.0,92.0,90.0,89.0
9898,,96.0,92.0,90.0,89.0
9899,,95.0,92.0,90.0,89.0
9900,,95.0,88.0,88.0,89.0
9901,,95.0,88.0,88.0,90.0
9902,,92.0,88.0,88.0,90.0
9903,,92.0,84.0,85.0,89.0
9904,,92.0,84.0,85.0,88.0
9905,,90.0,84.0,90.0,87.0
9906,,87.0,84.0,90.0,86.0
9907,,87.0,86.0,90.0,86.0
9908,,87.0,92.0,84.0,88.0
9909,,87.0,92.0,84.0,89.0
9910,,86.0,92.0,84.0,88.0
9911,,86.0,92.0,84.0,88.0
9912,,86.0,92.0,87.0,88.0
9913,,90.0,92.0,87.0,88.0
9914,,90.0,92.0,87.0,88.0
9915,,87.0,88.0,87.0,88.0
9916,,87.0,87.0,87.0,88.0
9917,,87.0,87.0,90.0,88.0
9918,,90.0,87.0,90.0,88.0
9919,,89.0,87.0,90.0,88.0
9920,,89.0,89.0,90.0,87.0
9921,,89.0,89.0,90.0,87.0
9922,,89.0,89.0,90.0,89.0
9923,,89.0,93.0,92.0,89.0
9924,,91.0,93.0,92.0,84.0
9925,,91.0,93.0,90.0,88.0
9926,,95.0,92.0,90.0,88.0
9927,,94.0,91.0,90.0,88.0
9928,,91.0,91.0,90.0,88.0
9929,,87.0,91.0,88.0,87.0
9930,,89.0,91.0,88.0,87.0
9931,,89.0,90.0,88.0,87.0
9932,,86.0,90.0,89.0,88.0
9933,,86.0,90.0,84.0,88.0
9934,,86.0,88.0,84.0,88.0
9935,,85.0,87.0,84.0,88.0
9936,,90.0,87.0,84.0,86.0
9937,,90.0,87.0,84.0,88.0
9938,,90.0,84.0,90.0,89.0
9939,,90.0,84.0,90.0,88.0
9940,,89.0,84.0,90.0,87.0
9941,,89.0,84.0,83.0,86.0
9942,,89.0,84.0,83.0,86.0
9943,,89.0,84.0,83.0,86.0
9944,,89.0,84.0,90.0,86.0
9945,,87.0,86.0,90.0,86.0
9946,,87.0,92.0,90.0,86.0
9947,,87.0,92.0,90.0,86.0
9948,,90.0,92.0,90.0,88.0
9949,,94.0,87.0,90.0,87.0
9950,,93.0,87.0,89.0,86.0
9951,,93.0,87.0,90.0,85.0
9952,,93.0,91.0,90.0,85.0
9953,,87.0,91.0,90.0,87.0
9954,,87.0,90.0,90.0,87.0
9955,,87.0,90.0,90.0,86.0
9956,,87.0,89.0,88.0,86.0
9957,,87.0,89.0,88.0,86.0
9958,,85.0,89.0,84.0,85.0
9959,,85.0,92.0,84.0,85.0
9960,,85.0,92.0,84.0,84.0
9961,,85.0,91.0,83.0,90.0
9962,,85.0,91.0,83.0,85.0
9963,,85.0,91.0,82.0,85.0
9964,,85.0,90.0,87.0,84.0
9965,,89.0,90.0,87.0,84.0
9966,,90.0,90.0,83.0,84.0
9967,,90.0,90.0,83.0,87.0
9968,,90.0,87.0,82.0,89.0
9969,,90.0,87.0,82.0,87.0
9970,,90.0,87.0,89.0,87.0
9971,,90.0,87.0,89.0,85.0
9972,,89.0,84.0,89.0,85.0
9973,,89.0,84.0,89.0,85.0
9974,,89.0,84.0,89.0,85.0
9975,,89.0,84.0,90.0,84.0
9976,,87.0,83.0,90.0,83.0
9977,,87.0,86.0,89.0,83.0
9978,,93.0,91.0,89.0,83.0
9979,,93.0,91.0,89.0,83.0
9980,,93.0,87.0,88.0,83.0
9981,,93.0,87.0,88.0,82.0
9982,,92.0,87.0,88.0,86.0
9983,,91.0,86.0,88.0,86.0
9984,,90.0,88.0,88.0,84.0
9985,,90.0,92.0,88.0,84.0
9986,,90.0,92.0,88.0,84.0
9987,,87.0,92.0,83.0,84.0
9988,,86.0,92.0,82.0,81.0
9989,,86.0,90.0,82.0,81.0
9990,,85.0,90.0,89.0,80.0
9991,,88.0,90.0,82.0,84.0
9992,,90.0,90.0,82.0,86.0
9993,,90.0,90.0,87.0,94.0
9994,,90.0,90.0,87.0,93.0
9995,,90.0,87.0,87.0,84.0
9996,,90.0,87.0,82.0,84.0
9997,,89.0,87.0,81.0,83.0
9998,,89.0,83.0,89.0,83.0
9999,,89.0,83.0,89.0,92.0
10000,,89.0,83.0,89.0,92.0
10001,,88.0,83.0,89.0,91.0
10002,,88.0,83.0,89.0,91.0
10003,,88.0,83.0,89.0,85.0
10004,,87.0,86.0,89.0,85.0
10005,,86.0,86.0,89.0,90.0
10006,,86.0,90.0,88.0,92.0
10007,,86.0,86.0,88.0,91.0
10008,,86.0,86.0,88.0,85.0
10009,,90.0,88.0,81.0,84.0
10010,,90.0,88.0,89.0,84.0
10011,,90.0,91.0,89.0,90.0
10012,,90.0,90.0,98.0,90.0
10013,,90.0,90.0,96.0,89.0
10014,,90.0,90.0,95.0,84.0
10015,,90.0,90.0,87.0,84.0
10016,,90.0,90.0,87.0,88.0
10017,,90.0,89.0,87.0,83.0
10018,,90.0,89.0,97.0,83.0
10019,,86.0,89.0,95.0,86.0
10020,,86.0,87.0,94.0,82.0
10021,,84.0,85.0,94.0,81.0
10022,,84.0,85.0,94.0,80.0
10023,,84.0,83.0,89.0,94.0
10024,,88.0,83.0,89.0,87.0
10025,,88.0,83.0,89.0,86.0
10026,,89.0,83.0,89.0,86.0
10027,,86.0,82.0,89.0,86.0
10028,,89.0,82.0,89.0,90.0
10029,,89.0,82.0,89.0,90.0
10030,,88.0,82.0,89.0,88.0
10031,,88.0,82.0,87.0,84.0
10032,,91.0,82.0,87.0,89.0
10033,,90.0,82.0,89.0,88.0
10034,,86.0,82.0,89.0,88.0
10035,,86.0,82.0,89.0,88.0
10036,,84.0,82.0,80.0,88.0
10037,,84.0,91.0,100.0,84.0
10038,,84.0,91.0,98.0,87.0
10039,,83.0,89.0,97.0,87.0
10040,,88.0,89.0,97.0,87.0
10041,,88.0,89.0,97.0,81.0
10042,,88.0,88.0,96.0,91.0
10043,,89.0,88.0,95.0,86.0
10044,,89.0,88.0,95.0,87.0
10045,,88.0,88.0,94.0,87.0
10046,,86.0,86.0,94.0,85.0
10047,,86.0,91.0,87.0,84.0
10048,,86.0,91.0,86.0,86.0
10049,,88.0,89.0,86.0,85.0
10050,,88.0,82.0,86.0,85.0
10051,,88.0,81.0,86.0,84.0
10052,,88.0,81.0,86.0,83.0
10053,,89.0,85.0,93.0,88.0
10054,,89.0,87.0,93.0,87.0
10055,,91.0,87.0,93.0,86.0
10056,,91.0,87.0,93.0,84.0
10057,,90.0,87.0,93.0,80.0
10058,,90.0,87.0,93.0,91.0
10059,,90.0,88.0,89.0,91.0
10060,,86.0,88.0,88.0,83.0
10061,,83.0,88.0,89.0,83.0
10062,,83.0,88.0,89.0,
10063,,82.0,88.0,89.0,
10064,,88.0,87.0,89.0,
10065,,87.0,86.0,89.0,
10066,,88.0,85.0,88.0,
10067,,86.0,84.0,88.0,
10068,,86.0,84.0,95.0,
10069,,85.0,91.0,94.0,
10070,,89.0,90.0,94.0,
10071,,89.0,90.0,93.0,
10072,,88.0,89.0,93.0,
10073,,88.0,89.0,93.0,
10074,,88.0,87.0,89.0,
10075,,88.0,87.0,86.0,
10076,,88.0,87.0,86.0,
10077,,90.0,87.0,86.0,
10078,,89.0,87.0,86.0,
10079,,86.0,87.0,92.0,
10080,,86.0,85.0,92.0,
10081,,82.0,88.0,92.0,
10082,,82.0,87.0,92.0,
10083,,82.0,86.0,92.0,
10084,,81.0,86.0,92.0,
10085,,85.0,86.0,92.0,
10086,,85.0,86.0,92.0,
10087,,85.0,86.0,92.0,
10088,,85.0,88.0,92.0,
10089,,85.0,87.0,88.0,
10090,,88.0,87.0,88.0,
10091,,88.0,87.0,88.0,
10092,,88.0,87.0,88.0,
10093,,88.0,87.0,87.0,
10094,,88.0,87.0,87.0,
10095,,88.0,84.0,88.0,
10096,,88.0,84.0,94.0,
10097,,90.0,84.0,93.0,
10098,,90.0,84.0,93.0,
10099,,90.0,84.0,93.0,
10100,,89.0,84.0,93.0,
10101,,89.0,84.0,93.0,
